store_name,city_name,state_id,lat,lng
Target Melbourne,Melbourne Village,FL,28.08,-80.666
Target Merritt Island,Merritt Island,FL,28.384,-80.706
Target South Beach,Miami Beach,FL,25.775,-80.136
Target Miramar,Miramar,FL,25.98,-80.372
Target Miami Lakes,Miami Gardens,FL,25.94,-80.291
Target Mt Dora,Mount Dora,FL,28.82,-81.668
Target North Miami,North Miami Beach,FL,25.906,-80.156
Target Ocala,Ocala,FL,29.174,-82.157
Target Fleming Island,Orange Park,FL,30.104,-81.707
Target Orange City,Orange City,FL,28.916,-81.292
Target Oviedo,Oviedo,FL,28.658,-81.236
Target Pace,Pace,FL,30.601,-87.126
Target Palm Coast,Palm Coast,FL,29.477,-81.218
Target Panama City,Panama City,FL,30.192,-85.649
Target Boot Ranch,Palm Harbor,FL,28.064,-82.708
Target Pier Park,Panama City Beach,FL,30.219,-85.869
Target Pembroke Pines,Pembroke Pines,FL,26.009,-80.299
Target Plantation,Plantation,FL,26.118,-80.259
Target Pinellas Park,Pinellas Park,FL,27.836,-82.684
Target Port Charlotte,Port Charlotte,FL,27.012,-82.143
Target Port Orange,Port Orange,FL,29.11,-81.029
Target Port St Lucie,Port Saint Lucie,FL,27.27,-80.427
Target St Augustine,Saint Augustine,FL,29.868,-81.324
Target Riverview,Riverview,FL,27.896,-82.334
Target Sanford,Sanford,FL,28.798,-81.337
Target Spring Hill,Spring Hill,FL,28.496,-82.598
Target Stuart,Stuart,FL,27.237,-80.272
Target Sawgrass,Sunrise,FL,26.149,-80.323
Target Lady Lake,The Villages,FL,28.952,-81.958
Target Titusville,Titusville,FL,28.552,-80.841
Target Venice,Venice,FL,27.05,-82.391
Target Seven Springs,Trinity,FL,28.201,-82.664
Target Winter Park,Winter Park,FL,28.595,-81.288
Target Vero Beach,Vero Beach,FL,27.641,-80.448
Target Wildwood,Wildwood,FL,28.866,-82.011
Target Yulee,Yulee,FL,30.63,-81.554
Target Boynton Beach West,Boynton Beach,FL,26.525,-80.166
Target Boynton Beach SE,Boynton Beach,FL,26.534,-80.088
Target Bradenton,Bradenton,FL,27.432,-82.578
Target Bradenton Heritage Harbor,Bradenton,FL,27.496,-82.471
Target Bradenton Beach,Bradenton,FL,27.498,-82.635
Target Cape Coral,Cape Coral,FL,26.607,-81.975
Target Coral Springs,Coral Springs,FL,26.284,-80.202
Target Cape Coral North,Cape Coral,FL,26.669,-81.933
Target Coral Springs NW,Coral Springs,FL,26.297,-80.252
Target Deerfield Beach Hillsboro Blvd,Deerfield Beach,FL,26.317,-80.153
Target Deerfield Beach,Deerfield Beach,FL,26.302,-80.093
Target Ft Myers,Fort Myers,FL,26.543,-81.868
Target Lee County,Fort Myers,FL,26.483,-81.787
Target Fort Myers SW,Fort Myers,FL,26.51,-81.945
Target Southside,Jacksonville,FL,30.192,-81.551
Target Fort Myers North,Fort Myers,FL,26.616,-81.802
Target Regency,Jacksonville,FL,30.329,-81.549
Target Jacksonville Mandarin,Jacksonville,FL,30.188,-81.63
Target Jacksonville East,Jacksonville,FL,30.285,-81.457
Target Ortega,Jacksonville,FL,30.235,-81.695
Target Jacksonville St Johns,Jacksonville,FL,30.261,-81.525
Target Jacksonville West,Jacksonville,FL,30.199,-81.825
Target Orlando SW,Kissimmee,FL,28.344,-81.614
Target Lakeland South,Lakeland,FL,28.0,-81.973
Target Kissimmee West,Kissimmee,FL,28.332,-81.472
Target Lakeland North,Lakeland,FL,28.092,-81.971
Target Viera,Melbourne,FL,28.228,-80.719
Target Palm Bay,Melbourne,FL,28.039,-80.661
Target Kendall,Miami,FL,25.686,-80.438
Target Bird Road,Miami,FL,25.736,-80.321
Target Cutler Ridge,Miami,FL,25.576,-80.375
Target Miami Central,Miami,FL,25.809,-80.195
Target Miami SW 104th Street,Miami,FL,25.673,-80.323
Target Miami Flagler,Miami,FL,25.771,-80.36
Target Miami Grove Central,Miami,FL,25.741,-80.238
Target Dadeland,Miami,FL,25.693,-80.305
Target Miami Downtown,Miami,FL,25.78,-80.198
Target Miami NW 7th Street,Miami,FL,25.78,-80.259
Target Naples,Naples,FL,26.209,-81.771
Target East Colonial,Orlando,FL,28.556,-81.345
Target Naples North,Naples,FL,26.27,-81.74
Target Waterford Lakes,Orlando,FL,28.552,-81.201
Target Orlando Millenia,Orlando,FL,28.494,-81.43
Target Orlando Sand Lake Rd,Orlando,FL,28.449,-81.391
Target Orlando - Sodo,Orlando,FL,28.515,-81.38
Target Hunters Creek,Orlando,FL,28.37,-81.408
Target Orlando Vineland,Orlando,FL,28.396,-81.485
Target Pensacola,Pensacola,FL,30.468,-87.209
Target Pensacola NE,Pensacola,FL,30.529,-87.224
Target Saint Petersburg,Saint Petersburg,FL,27.812,-82.756
Target Pensacola West,Pensacola,FL,30.363,-87.358
Target St Petersburg Gateway,Saint Petersburg,FL,27.847,-82.644
Target Sarasota Tamiami Trail,Sarasota,FL,27.228,-82.493
Target North Sarasota Fruitville Rd,Sarasota,FL,27.336,-82.463
Target Tallahassee,Tallahassee,FL,30.433,-84.245
Target University Parkway,Sarasota,FL,27.387,-82.459
Target Tallahassee North,Tallahassee,FL,30.561,-84.215
Target Tallahassee FL State U,Tallahassee,FL,30.448,-84.314
Target University Plaza,Tampa,FL,28.072,-82.428
Target North Dale Mabry,Tampa,FL,28.089,-82.505
Target Tampa,Tampa,FL,28.028,-82.549
Target Gandy,Tampa,FL,27.895,-82.505
Target Tampa Central Walter's Crossing,Tampa,FL,27.957,-82.509
Target New Tampa,Wesley Chapel,FL,28.173,-82.356
Target Tampa West,Tampa,FL,28.016,-82.613
Target Wesley Chapel Grove,Wesley Chapel,FL,28.237,-82.356
Target Royal Palm Beach,West Palm Beach,FL,26.711,-80.203
Target West Palm Beach,West Palm Beach,FL,26.723,-80.085
Target Orlando Flamingo Crossings,Winter Garden,FL,28.38,-81.617
Target Winter Garden,Winter Garden,FL,28.521,-81.585
Target Albany,Albany,GA,31.621,-84.226
Target Acworth,Acworth,GA,34.04,-84.684
Target Augusta,Augusta,GA,33.49,-82.081
Target Alpharetta,Alpharetta,GA,34.046,-84.287
Target Austell,Austell,GA,33.852,-84.603
Target Brunswick,Brunswick,GA,31.201,-81.48
Target Winder,Bethlehem,GA,33.943,-83.753
Target Canton,Canton,GA,34.237,-84.455
Target Buford,Buford,GA,34.07,-83.982
Target Carrollton,Carrollton,GA,33.559,-85.077
Target Cartersville,Cartersville,GA,34.173,-84.786
Target Columbus,Columbus,GA,32.533,-84.969
Target Cumming,Cumming,GA,34.186,-84.134
Target Douglasville,Douglasville,GA,33.726,-84.735
Target Conyers,Conyers,GA,33.633,-84.017
Target East Point,East Point,GA,33.659,-84.499
Target Evans,Evans,GA,33.527,-82.118
Target Fayetteville,Fayetteville,GA,33.482,-84.439
